1278081910644723712 2020-06-30 17:44:07 -0400 <defpostmedia> #China to conduct military exercises in waters off #Paracel Islands in #SouthChinaSea.   https://defpost.com/china-to-conduct-military-exercises-in-waters-off-paracel-islands-in-south-china-sea/ … pic.twitter.com/4UT8djZpkL
1278038923797688320 2020-06-30 14:53:18 -0400 <allmarineradio> JAPAN END LAND BASED ANTI-BALISTIC MISSLE PROGRAM + THE PHILIPPINES & VIETNAM PUT CHINA ON BLAST:  Grant Newsham ---------  https://allmarineradio.com/2020/06/30/japan-end-land-based-anti-balistic-missle-program-the-philippines-vietnam-put-china-on-blast-grant-newsham/ … #usmc #marines @usmc @usmarinecorps @IIImef @1st_marine_div @usmcfea @MarineMuseum #China #Japanese #southchinasea @asiatimesonline pic.twitter.com/CpQdB3YdTN
1278033209419272197 2020-06-30 14:30:36 -0400 <TonchevPlamen> The #UN Convention on the Law of the Sea (#UNCLOS) is mentioned six times in the 36th #ASEAN Summit Chairman's Statement as the legal framework and basis for dispute settlement in the #SouthChinaSea.   #China, #Malaysia, #Vietnam, #Indonesia, #Philippines  https://asean.org/storage/2020/06/Chairman-Statement-of-the-36th-ASEAN-Summit-FINAL.pdf … pic.twitter.com/yB5KPYX67D
1278003016734371841 2020-06-30 12:30:37 -0400 <justtodo18> CHINA’S MARITIME AMBITIONS #China wants to monopolize the #SouthChinaSea to acquire resources within the exclusive economic zone of countries in #SoutheastAsia. Beijing tried to do this while negotiating a Code of Conduct in the South China Sea (#COC) with #ASEAN. pic.twitter.com/L6p2jJ8aHM
1277999652579635200 2020-06-30 12:17:15 -0400 <RajeshCoonoor> #BoycottChina #BoycottMadeInChina #BoycottChineseProducts #China #PMModi #RIPTiktok #XiJinping #Chinaindia #LadakhBorder #GalvanValley #ChinaIndiaFaceoff #worldagainstchina #HongKongProtests #Taiwan #southchinasea #ChineseVirus pic.twitter.com/LBPvXzFMRM
1277997040639913986 2020-06-30 12:06:53 -0400 <MT_Strat> Commercial satellite imagery appears to show #China‘s PLA has pre-positioned assets at #WoodyIsland in advance of major exercise in the #SouthChinaSea beginning 1 July 2020. –@RadioFreeAsia > https://bit.ly/2VO1xNB  — #ParacelIslands #natsec #maritime #strategy cc:@ChinaMaritime pic.twitter.com/CPgTUudbbT
1277972265238315009 2020-06-30 10:28:26 -0400 <MT_Strat> #China MOD announces military (#PLANavy, likely incl. PLAN Marines) exercises in waters off #ParacelIslands, #SouthChinaSea 1-5 July 2020… — #IndoPacific #maritimestrategy #natsec #strategy  https://twitter.com/fravel/status/1277934199916331015 … pic.twitter.com/uyoDAw1jzB
1277937088814624770 2020-06-30 08:08:39 -0400 <MacaesBeste> Turning maps, switching on the lights in deep ocean, swarming and talking future #Chinese capacity through satellite imagery ! 😍 #China #Vietnam #SouthChinaSea #SCS #Maritime #Geopolitics #US #BeltandRoad #BRI #IndoPacific pic.twitter.com/NWq7N4CK2K
1277906103041290240 2020-06-30 06:05:31 -0400 <SCS_PI> Three ocean surveillance ships are mustering in and around the #SouthChinaSea. USNS Impeccable left for the #SCS on June 29; USNS Able just arrived at #Okinawa on June 30; USNS Effective kept intensive operations near #Paracel & #Macclesfield. pic.twitter.com/3U3cDwZRHU
1277897552424124416 2020-06-30 05:31:33 -0400 <kumarjyoti1324> c who is preaching #india? #china #XiJinping @China_Amb_India @ChinaSpox_India who r known to break all international law n supports terrorist in @UN #UNSC n illegally captured #SouthChinaSea #Tibet #HongKong pic.twitter.com/DHL2gnAySf
1277864904096006144 2020-06-30 03:21:49 -0400 <detresfa_> #Australia #Boeing P-8 spotted earlier today operating out of #Brunei #SouthChinaSea Tuesday, June 30 2020  pic.twitter.com/sH555ePiWL
1277862207523442689 2020-06-30 03:11:06 -0400 <GurugramMirror> Read Article  "The war of 21st century - India takes the lead over China   https://gurugrammirrornews.blogspot.com/2020/06/India-China-cold-war.html?m=1 … #India #China #LadakhBorder #SouthChinaSea  pic.twitter.com/Supm0Ul2X4
1277857256055463936 2020-06-30 02:51:25 -0400 <AndrewSErickson> 4) Intensify #FONOPs, etc. vs. illegal PRC maritime claims & land reclamation activities in the #SouthChinaSea & #EastChinaSea.  5) Review & enhance finely-calibrated & targeted aspects of the US diplomatic, economic & security relationships with #Taiwan.   https://bit.ly/HongKONG  pic.twitter.com/Knx7RznDNu
1277847256691965952 2020-06-30 02:11:41 -0400 <USWarriorNews> US P-8A is reconnoitring in the #SouthChinaSea, June 26. A P-8A and a KC-135 are following up, June 26,” the think tank said in a tweet   https://youtu.be/qZxI-7Da9M8 
1277839254857510914 2020-06-30 01:39:54 -0400 <jj2920593T> High Alert (June 30,2020):US aircraft carriers Conduct Joint Exercise ASEAN for Destroy China in SCS 　#SouthChinaSea #Japan #Taiwan #Philippines 　#Hongkong　#Brunei　#Vietnam #Indonesia 　#Singapore　#Malaysia　#ChineseRedTongue　#CCP　 https://www.youtube.com/watch?v=GnZCPjxkI3c&feature=youtu.be …
1277831330126901249 2020-06-30 01:08:24 -0400 <SCS_PI> The Austrlian P-8A commences patroling in the #SouthChinaSea, June 30. We speculate that the deployment in SCS this time is to watch PLA's military exercises in the waters of Paracel islands.  https://twitter.com/SCS_PI/status/1277160875351138311 … pic.twitter.com/UZGKTe65mo
1277789379407147008 2020-06-29 22:21:42 -0400 <USDefenseNews4> Why China Thinks J-20 Stealth Fighter Can Compete with the F-35 or F-22 #F22 #southchinasea #China #USAirForce #NEWSを守ってくれてありがとう https://youtu.be/bVSIjDj5XVo 
1277788537169969156 2020-06-29 22:18:22 -0400 <visual_by_esl> Naval convoy- at battle stations  #ships #seascapephotography #landscapephotography #southchinasea #coastallandscape #kotakinabalu #kotakinabaluwaterfront #sonya6000 #blackandwhitephotography #fineartphotography #travelphotography pic.twitter.com/FKs7XRlITX
1277666463671779328 2020-06-29 14:13:17 -0400 <DavidMDomena> Chinese #Oil Major Strikes It Big In South China Sea -  https://oilprice.com/Latest-Energy-News/World-News/Chinese-Oil-Major-Strikes-It-Big-In-South-China-Sea.html … - #SouthChinaSea  pic.twitter.com/3gv8oGep7V
1277655257900888067 2020-06-29 13:28:45 -0400 <indusdotnews> #ASEAN leaders have slammed #China saying that a 1982 #UNOceansTreaty should be the basis of sovereign rights and entitlements in the #SouthChinaSea. Why is the ASEAN block concerned about Chinese moves? @EjazHaider  Full episode:  http://youtu.be/6IP_XLI-uX0  pic.twitter.com/5gcBoQR95t
1277647365839581184 2020-06-29 12:57:24 -0400 <LoveGuru_Gyan> China got minerals from #Tibet #SouthChinaSea & other occupied areas.  pic.twitter.com/tcypesg1SS
1277638233283792902 2020-06-29 12:21:06 -0400 <WACRichmond> An event to look out for this week! @WorldAffairsNH hosts @PMCroninHudson tomorrow to speak about Asia's regional tensions and potential flashpoints, from the Northeast to the South China Sea.  #china #taiwan #hongkong #asianpolitics #southchinasea #americanpolitics pic.twitter.com/Nu2ol5rB21
