1278081910644723712 2020-06-30 17:44:07 -0400 <defpostmedia> #China to conduct military exercises in waters off #Paracel Islands in #SouthChinaSea.   https://defpost.com/china-to-conduct-military-exercises-in-waters-off-paracel-islands-in-south-china-sea/ … pic.twitter.com/4UT8djZpkL
1278074256903946240 2020-06-30 17:13:42 -0400 <agileachieve> To catch all the excitement of the #5G debate here is the link @Tobias_Ellwood closing statement Its only a matter of time that they will put in air limitations in addition to the maritime ones #Airspace rights #SouthChinaSea & how you can protect #Taiwan  https://parliamentlive.tv/Event/Index/c83305f8-e085-434f-ad13-1e942a5ba8e1 … pic.twitter.com/T1tnV3bJxr
1278063450065944576 2020-06-30 16:30:46 -0400 <FortRussNews> MAJOR: Two USN Aircraft Carriers Hold Drills in South #China Sea  https://is.gd/Xcs2z8  #Economy #Geopolitics #InternationalRelations #Military #SouthChinaSea #USA pic.twitter.com/SclNWDp0p5
1278040610281099264 2020-06-30 15:00:00 -0400 <theowpeace> The trade worth of the South China Sea is 5.3 trillion, there is approximately 11 billion barrels of untapped oil and 190 trillion cubic feet of natural gas. The possible economic gain is creating tension in the region.   #ASEAN #SouthChinaSea #oilandgas pic.twitter.com/7WWyqckRlh
1278038923797688320 2020-06-30 14:53:18 -0400 <allmarineradio> JAPAN END LAND BASED ANTI-BALISTIC MISSLE PROGRAM + THE PHILIPPINES & VIETNAM PUT CHINA ON BLAST:  Grant Newsham ---------  https://allmarineradio.com/2020/06/30/japan-end-land-based-anti-balistic-missle-program-the-philippines-vietnam-put-china-on-blast-grant-newsham/ … #usmc #marines @usmc @usmarinecorps @IIImef @1st_marine_div @usmcfea @MarineMuseum #China #Japanese #southchinasea @asiatimesonline pic.twitter.com/CpQdB3YdTN
1278033209419272197 2020-06-30 14:30:36 -0400 <TonchevPlamen> The #UN Convention on the Law of the Sea (#UNCLOS) is mentioned six times in the 36th #ASEAN Summit Chairman's Statement as the legal framework and basis for dispute settlement in the #SouthChinaSea.   #China, #Malaysia, #Vietnam, #Indonesia, #Philippines  https://asean.org/storage/2020/06/Chairman-Statement-of-the-36th-ASEAN-Summit-FINAL.pdf … pic.twitter.com/yB5KPYX67D
1278003016734371841 2020-06-30 12:30:37 -0400 <justtodo18> CHINA’S MARITIME AMBITIONS #China wants to monopolize the #SouthChinaSea to acquire resources within the exclusive economic zone of countries in #SoutheastAsia. Beijing tried to do this while negotiating a Code of Conduct in the South China Sea (#COC) with #ASEAN. pic.twitter.com/L6p2jJ8aHM
1277999652579635200 2020-06-30 12:17:15 -0400 <RajeshCoonoor> #BoycottChina #BoycottMadeInChina #BoycottChineseProducts #China #PMModi #RIPTiktok #XiJinping #Chinaindia #LadakhBorder #GalvanValley #ChinaIndiaFaceoff #worldagainstchina #HongKongProtests #Taiwan #southchinasea #ChineseVirus pic.twitter.com/LBPvXzFMRM
1277997040639913986 2020-06-30 12:06:53 -0400 <MT_Strat> Commercial satellite imagery appears to show #China‘s PLA has pre-positioned assets at #WoodyIsland in advance of major exercise in the #SouthChinaSea beginning 1 July 2020. –@RadioFreeAsia > https://bit.ly/2VO1xNB  — #ParacelIslands #natsec #maritime #strategy cc:@ChinaMaritime pic.twitter.com/CPgTUudbbT
1277972265238315009 2020-06-30 10:28:26 -0400 <MT_Strat> #China MOD announces military (#PLANavy, likely incl. PLAN Marines) exercises in waters off #ParacelIslands, #SouthChinaSea 1-5 July 2020… — #IndoPacific #maritimestrategy #natsec #strategy  https://twitter.com/fravel/status/1277934199916331015 … pic.twitter.com/uyoDAw1jzB
1277937088814624770 2020-06-30 08:08:39 -0400 <MacaesBeste> Turning maps, switching on the lights in deep ocean, swarming and talking future #Chinese capacity through satellite imagery ! 😍 #China #Vietnam #SouthChinaSea #SCS #Maritime #Geopolitics #US #BeltandRoad #BRI #IndoPacific pic.twitter.com/NWq7N4CK2K
1277906103041290240 2020-06-30 06:05:31 -0400 <SCS_PI> Three ocean surveillance ships are mustering in and around the #SouthChinaSea. USNS Impeccable left for the #SCS on June 29; USNS Able just arrived at #Okinawa on June 30; USNS Effective kept intensive operations near #Paracel & #Macclesfield. pic.twitter.com/3U3cDwZRHU
1277897552424124416 2020-06-30 05:31:33 -0400 <kumarjyoti1324> c who is preaching #india? #china #XiJinping @China_Amb_India @ChinaSpox_India who r known to break all international law n supports terrorist in @UN #UNSC n illegally captured #SouthChinaSea #Tibet #HongKong pic.twitter.com/DHL2gnAySf
1277864904096006144 2020-06-30 03:21:49 -0400 <detresfa_> #Australia #Boeing P-8 spotted earlier today operating out of #Brunei #SouthChinaSea Tuesday, June 30 2020  pic.twitter.com/sH555ePiWL
1277862207523442689 2020-06-30 03:11:06 -0400 <GurugramMirror> Read Article  "The war of 21st century - India takes the lead over China   https://gurugrammirrornews.blogspot.com/2020/06/India-China-cold-war.html?m=1 … #India #China #LadakhBorder #SouthChinaSea  pic.twitter.com/Supm0Ul2X4
1277857256055463936 2020-06-30 02:51:25 -0400 <AndrewSErickson> 4) Intensify #FONOPs, etc. vs. illegal PRC maritime claims & land reclamation activities in the #SouthChinaSea & #EastChinaSea.  5) Review & enhance finely-calibrated & targeted aspects of the US diplomatic, economic & security relationships with #Taiwan.   https://bit.ly/HongKONG  pic.twitter.com/Knx7RznDNu
1277847256691965952 2020-06-30 02:11:41 -0400 <USWarriorNews> US P-8A is reconnoitring in the #SouthChinaSea, June 26. A P-8A and a KC-135 are following up, June 26,” the think tank said in a tweet   https://youtu.be/qZxI-7Da9M8 
1277839254857510914 2020-06-30 01:39:54 -0400 <jj2920593T> High Alert (June 30,2020):US aircraft carriers Conduct Joint Exercise ASEAN for Destroy China in SCS 　#SouthChinaSea #Japan #Taiwan #Philippines 　#Hongkong　#Brunei　#Vietnam #Indonesia 　#Singapore　#Malaysia　#ChineseRedTongue　#CCP　 https://www.youtube.com/watch?v=GnZCPjxkI3c&feature=youtu.be …
1277831330126901249 2020-06-30 01:08:24 -0400 <SCS_PI> The Austrlian P-8A commences patroling in the #SouthChinaSea, June 30. We speculate that the deployment in SCS this time is to watch PLA's military exercises in the waters of Paracel islands.  https://twitter.com/SCS_PI/status/1277160875351138311 … pic.twitter.com/UZGKTe65mo
1277789379407147008 2020-06-29 22:21:42 -0400 <USDefenseNews4> Why China Thinks J-20 Stealth Fighter Can Compete with the F-35 or F-22 #F22 #southchinasea #China #USAirForce #NEWSを守ってくれてありがとう https://youtu.be/bVSIjDj5XVo 
1277788537169969156 2020-06-29 22:18:22 -0400 <visual_by_esl> Naval convoy- at battle stations  #ships #seascapephotography #landscapephotography #southchinasea #coastallandscape #kotakinabalu #kotakinabaluwaterfront #sonya6000 #blackandwhitephotography #fineartphotography #travelphotography pic.twitter.com/FKs7XRlITX
1277666463671779328 2020-06-29 14:13:17 -0400 <DavidMDomena> Chinese #Oil Major Strikes It Big In South China Sea -  https://oilprice.com/Latest-Energy-News/World-News/Chinese-Oil-Major-Strikes-It-Big-In-South-China-Sea.html … - #SouthChinaSea  pic.twitter.com/3gv8oGep7V
1277655257900888067 2020-06-29 13:28:45 -0400 <indusdotnews> #ASEAN leaders have slammed #China saying that a 1982 #UNOceansTreaty should be the basis of sovereign rights and entitlements in the #SouthChinaSea. Why is the ASEAN block concerned about Chinese moves? @EjazHaider  Full episode:  http://youtu.be/6IP_XLI-uX0  pic.twitter.com/5gcBoQR95t
1277647365839581184 2020-06-29 12:57:24 -0400 <LoveGuru_Gyan> China got minerals from #Tibet #SouthChinaSea & other occupied areas.  pic.twitter.com/tcypesg1SS
1277638233283792902 2020-06-29 12:21:06 -0400 <WACRichmond> An event to look out for this week! @WorldAffairsNH hosts @PMCroninHudson tomorrow to speak about Asia's regional tensions and potential flashpoints, from the Northeast to the South China Sea.  #china #taiwan #hongkong #asianpolitics #southchinasea #americanpolitics pic.twitter.com/Nu2ol5rB21
1277636589301174277 2020-06-29 12:14:34 -0400 <The_Nation> South China Sea disputes must be resolved in line with International Law: Pompeo  https://nation.com.pk/29-Jun-2020/south-china-sea-disputes-must-be-resolved-in-line-with-international-law-pompeo … #Pompeo #US #China #SouthChinaSea  pic.twitter.com/Y1XzZnvJNV
1277616562959245315 2020-06-29 10:55:00 -0400 <orfonline> While a similar escalation in #SouthChinaSea by China carries the risk of drawing in American military response, the attempt to reorganise boundaries  on the Himalayas conveys the same intent, points out @samirsaran:  https://bit.ly/388K3Ac  pic.twitter.com/L4lUrj4b1T
1277584803370590209 2020-06-29 08:48:48 -0400 <RightsCorridor> NEVER-ENDING. ASEAN took a united stand against China; upholding the 1982 UN oceans treaty as the basis of #sovereignrights & entitlements in the #SouthChinaSea. Meanwhile,Beijing's claim is based on historical grounds. #ASEAN #rights  https://rightscorridor.com/asean-takes-position-on-south-china-sea-against-beijings-historical-claims/ … pic.twitter.com/hjj4j3EVfL
1277584504786497537 2020-06-29 08:47:36 -0400 <mc_economist> Am I missing something? Why is everyone so excited about the latest #ASEAN Summit Statement? Attached is an extract from the previous one (in Nov.), which referenced the need to abide by UNCLOS. #SouthChinaSea  https://twitter.com/cnnphilippines/status/1277055564380426240 … pic.twitter.com/q2GygWPMil
1277538254208679936 2020-06-29 05:43:49 -0400 <drishtiias> #CurrentAffairs  ➦आसियान देशों की दक्षिण चीन सागर पर चेतावनी   https://www.drishtiias.com/hindi/daily-updates/daily-news-analysis/asean-countries-warn-on-south-china-sea … #ASEANCountries #SouthChinaSea #UPSC #IAS_Prelims #IASExam #CurrentNews #DrishtiIAS pic.twitter.com/gsElJaHyYc
1277535282649128960 2020-06-29 05:32:01 -0400 <Jineshwar16> #USA #china #SouthChinaSea #uschinawar  Retweet if u agree.. pic.twitter.com/TKkv2py3bm
1277526246331686912 2020-06-29 04:56:07 -0400 <RonanLTynan> Why is @johnpilger not covering genuine fears about #China’s CP aggression in #SouthChinaSea frightening #Vietnam #Philippines #Malaysia #Brunei #Indonesia et al claiming entire sea which they totally reject and now imposing fishing ban & v dangerous for fishermen who resist  https://twitter.com/johnpilger/status/1277348051867168768 … pic.twitter.com/DVzXgqV0NY
1277524124970233856 2020-06-29 04:47:41 -0400 <RonanLTynan> Vision of #China CP imperialism under #XiJinping promoted by @johnpilger in his latest documentary bizarrely ignores the genuine fears of ALL of the small littoral nations around the #SouthChinaSea like #Vietnam - photo of CP warships crushing Vietnamese fishing boat good example pic.twitter.com/FIYBpPUQz3
1277507693016580096 2020-06-29 03:42:23 -0400 <WW3Info> #WorldWarThree: US reprimands China, says it can’t be allowed to treat #SouthChinaSea as its maritime empire. #ASEAN solidarity against #ChineseBullying, US' support to it & PH's open opposition, indicate Chinese aggression will now on receive retaliation.  http://worldwarthird.com/index.php/2020/06/28/south-china-sea-not-a-part-of-china-says-us-foreign-minister/ … pic.twitter.com/Adw7fQojCJ
1277499129053286400 2020-06-29 03:08:21 -0400 <ISCResearch> 🇺🇸🇯🇵 #JAPAN – Members of the U.S. 5th Air-Naval Gunfire Liaison Company of the Marine Corps conducts live-fire shooting training.   US #Marines who are always ready to respond any aggression from #China or N.K.  #SenkakuIslands #Okinawa #SouthChinaSea #OSINT pic.twitter.com/HfN1faMrl8
1277476562984554497 2020-06-29 01:38:41 -0400 <YAN_YAN1206> 🇨🇳YAN 内容转载 视频原创 谢绝围观 后果自负 中国将于7月1日00时至5日24时在南海西沙群岛附近举行军事训练 #China to hold military trainings near Xisha Islands in the #SouthChinaSea from July 1st 00:00 to July 5th 24:00 So let’s see which country will pass-byand collect intelligence  pic.twitter.com/nsgNwPzZPp
1277472921284272128 2020-06-29 01:24:13 -0400 <YAN_YAN1206> 🇨🇳YAN 内容转载 视频原创 中国将于7月1日00时至5日24时在南海西沙群岛附近举行军事训练。 #China to hold military trainings near Xisha Islands in the #SouthChinaSea from July 1st 00:00 to July 5th 24:00 So let’s see which country will “pass-by”and collect intelligence #china #HongKong pic.twitter.com/VDaFkAwpaE
1277466579651960832 2020-06-29 00:59:01 -0400 <ians_india> The #Philippine Coast Guard was on Monday looking for 14 #Filipino fishermen who disappeared the day before in the #SouthChinaSea after their boat collided with a #Chinese cargo ship off the coast of Mindoro. pic.twitter.com/yH7hNAB19O
1277463356404756485 2020-06-29 00:46:12 -0400 <SCS_PI> Flight path of 2 P-8As and 1 C-40A. Up to now, there are 4 reconnaissance aircraft operating in the #SouthChinaSea,plus 1 C-40A transport plane and 1 KC-135R refueling tanker, June 29.  https://twitter.com/SCS_PI/status/1277424198445494273 … pic.twitter.com/OSIwE3j5XB
1277462662478041088 2020-06-29 00:43:27 -0400 <KharkhuaG> #SouthChinaSea not #China's 'maritime empire': #US  "The US welcomes #ASEAN leaders’ insistence that South China Sea disputes be resolved in line with international law, including UNCLOS. China cannot be allowed to treat the SCS as its maritime empire"   https://e.vnexpress.net/news/news/south-china-sea-not-china-s-maritime-empire-us-4122260.html … pic.twitter.com/IgM8Qw0ZD8
1277456226238906370 2020-06-29 00:17:52 -0400 <IndoPac_Info> #SouthChinaSea not #China's 'maritime empire': #US  "The US welcomes #ASEAN leaders’ insistence that South China Sea disputes be resolved in line with international law, including UNCLOS. China cannot be allowed to treat the SCS as its maritime empire"   https://e.vnexpress.net/news/news/south-china-sea-not-china-s-maritime-empire-us-4122260.html … pic.twitter.com/DBjUe37iLh
1277453683987529730 2020-06-29 00:07:46 -0400 <defenseworld> #China #Vietnam #PLANavy #SouthChinaSea China Announces Military Exercise near Xisha Islands in South China Sea  https://www.defenseworld.net/news/27299/China_Announces_Military_Exercise_near_Xisha_Islands_in_South_China_Sea … pic.twitter.com/3IzY4GaqMa
1277411887815094273 2020-06-28 21:21:41 -0400 <johnnyh92539958> Is #China the aggressive "rogue actor"  SCOTUS Mike #Pompeo asserts? Let's see the reality. #NewYork #Montreal #UK #Sydney #UK #Thailand #Vietnam #Indonesia #Malaysia #Philippines #Moscow #Brunei #SouthChinaSea #Paris #Berlin #Africa #Dubai #Brazil Video  https://youtu.be/qkQ8I2ic_Z0  pic.twitter.com/4jkGcJAyEz
1277398958868815874 2020-06-28 20:30:19 -0400 <SCS_PI> USN EP-3E #AE1D8A is patrolling the #SouthChinaSea, USAF RC-135U #AE01D5 is heading  for #SouthChinaSea from #Kadena, June 29. pic.twitter.com/IQ5zprIygk
1277345384730419200 2020-06-28 16:57:26 -0400 <YosemiteTrails> #China has been trying to influence #Australia's internal politics. This is part of China's nefarious long-term plan to dominate the world or, at least, Asia - for now. China's illegal activities in #SouthChinaSea is an obvious and serious example.  https://bit.ly/3i9fjni 
1277343842124001281 2020-06-28 16:51:18 -0400 <KidiWarriors> #BoycottChina #TikTok #IndiaChinaBorder #chinaindiaborder #SouthChinaSea #Ladakh #LadakhBorder #indiachinaclash India to deploy The Great Khali in Ladakh in Response to China Deploying Marshal artists on Border 😀😂 https://www.youtube.com/watch?v=HBM3BNefxJI …
1277321781972525056 2020-06-28 15:23:38 -0400 <vikram_mehran> Time has come! India should review its approach to the broad spectrum of policies that fall within the China portfolio, from the Quad and #BeltandRoad initiative to the #SouthChinaSea  and Dalai Lama. #chinaindiaborder pic.twitter.com/w4KfvWTCdO
1277314286893793284 2020-06-28 14:53:52 -0400 <DavidMDomena> America's answer to Chinese military aggression -  https://youtu.be/VBJKky3dX6U  - #United_States #USA #America @realDonaldTrump #SouthChinaSea
1277292228638117889 2020-06-28 13:26:12 -0400 <LucasADWebber> "ChinaPower found that an estimated $3.4 trillion in trade passed through the #SouthChinaSea in 2016" (@CSIS) #China  https://chinapower.csis.org/much-trade-transits-south-china-sea/ … pic.twitter.com/JrhnUEPUJE
1277257766147506176 2020-06-28 11:09:16 -0400 <GCTCWORLD> #GCTCManthan   "The relationship between North Korea, China and Pakistan is that of a complimentary level" - @kartikeya_1975  of @WIONews @palkisu - #Gravitas #SouthChinaSea #Hegemon #AllLivesMatter pic.twitter.com/XkYGgNY5zN
1277248564499021825 2020-06-28 10:32:42 -0400 <TibetPeople> Currently #CCP’s policy is #Tibet, #Taiwan, #EastTurkistan #SouthChinaSea, #GalwanVally, #AksaiChin are part of #China but it’s own created #ChineseVirus isn’t from it & alleged to others.  #FreeTibet #FreeHK #IndiaChinaFaceOff #India #PMModi #US #XiJinping #MakeChinaAccountable pic.twitter.com/VbKdbKrXTj
1277243286839689216 2020-06-28 10:11:44 -0400 <NehalHabib10> #LadakhBorder #ChinaIndiaFaceoff #SundayThoughts #SouthChinaSea  https://twitter.com/globaltimesnews/status/1277238529832206336 … pic.twitter.com/o749r1BTGn
1277239758113005568 2020-06-28 09:57:42 -0400 <LynnKuok> Almost 250 participants from 20 countries! A BIG thank you to all who joined me to do a deep dive into the troubled waters of the #SouthChinaSea! Many thanks as well to @ausoutlook & Executive Director @BryceWakefield for the invite! https://bit.ly/31pSUfu 
1277230005676720133 2020-06-28 09:18:57 -0400 <search_land>  https://bit.ly/3g9gtxw  South China Sea issue should be resolved under international law: Mike Pompeo #MikePompeo #SouthChinaSea #China #ASEAN pic.twitter.com/RAzwm9afNm
1277207059226820611 2020-06-28 07:47:46 -0400 <ISCResearch> CORRECTION: #JADSF (Japan Air Defense Self Force)  It is speculated that the Chinese #PLA simulated a missile attack against #Taiwan. #OSINT   Map credit by @jointstaffpa #SouthChinaSea #Japan pic.twitter.com/5f734UDJ9C
1277201510984642560 2020-06-28 07:25:44 -0400 <shen_shiwei> ⚠️ #China to hold military trainings near Xisha Islands in the #SouthChinaSea from July 1st 00:00 to July 5th 24:00.  So let’s see which country will “pass-by”and collect intelligence? 军事演习，炮火连天。 船机绕行，文明围观。  pic.twitter.com/QTSlHIsjpA
1277190002338865152 2020-06-28 06:40:00 -0400 <orfonline> While a similar escalation in #SouthChinaSea by China carries the risk of drawing in American military response, the attempt to reorganise boundaries  on the Himalayas conveys the same intent, points out @samirsaran:  https://bit.ly/388K3Ac  pic.twitter.com/O3xv82gw5S
1277187895531417601 2020-06-28 06:31:37 -0400 <Islander_Peter> and without me, and without Japanese, Koreas, we will keep calls for #BoycottMulan.  #YulinDogMeatFestival #Yulindogmeat #fentanyl #southChinasea #ChinaLiedAndPeopleDied #mulan #COVID19 #Uyghur #MeToo  Everything, it must been clearly account for Life and Justice. pic.twitter.com/6PJKrm4afQ
1277136978979352577 2020-06-28 03:09:18 -0400 <indbatmya> दक्षिण सागरावरील चीनचा दावा अमान्य. दक्षिण चीन सागरी प्रदेशात १९८२ चा संयुक्त राष्ट्रांचा महासागरी करार सार्वभौम हक्क व इतर मालकी हक्कांबाबत आधारभूत मानावा, असे आग्नेय आशियातील नेत्यांनी म्हटले असून दक्षिण चीन सागरावर चीनने केलेला दावा फेटाळला आहे. #मनिला #SouthChinaSea #China pic.twitter.com/qZnkoQ0b1r
1277134237284675584 2020-06-28 02:58:24 -0400 <freedar_uk> #USNavy - #Boeing P-8A Poseidon  Seen Routing Towards The North Of #Japan.  Possibly Been Involved In A Sortie Around The #SouthChinaSea  pic.twitter.com/j9cnDMC6iu
1278120975612043265 2020-06-30 20:19:21 -0400 <zaldytor> Another collision incident in #SouthChinaSea and no feedback from the Duterte's admin..? Silence..?  Awaiting DFA @teddyboylocsin response?  Hong Kong ship did not try to rescue 14 Filipino boat crew after collision – PCG  https://www.rappler.com/nation/265322-pcg-says-hong-kong-ship-not-try-rescue-14-filipino-boat-crew-collision … pic.twitter.com/WlkrGPB3cp
1278117122766516225 2020-06-30 20:04:02 -0400 <FortRussNews> MAJOR: Two USN Aircraft Carriers Hold Drills in South #China Sea  https://is.gd/Xcs2z8  #Economy #Geopolitics #InternationalRelations #Military #SouthChinaSea #USA pic.twitter.com/MRd1f7seuU
1278081910644723712 2020-06-30 17:44:07 -0400 <defpostmedia> #China to conduct military exercises in waters off #Paracel Islands in #SouthChinaSea.   https://defpost.com/china-to-conduct-military-exercises-in-waters-off-paracel-islands-in-south-china-sea/ … pic.twitter.com/4UT8djZpkL
1278074256903946240 2020-06-30 17:13:42 -0400 <agileachieve> To catch all the excitement of the #5G debate here is the link @Tobias_Ellwood closing statement Its only a matter of time that they will put in air limitations in addition to the maritime ones #Airspace rights #SouthChinaSea & how you can protect #Taiwan  https://parliamentlive.tv/Event/Index/c83305f8-e085-434f-ad13-1e942a5ba8e1 … pic.twitter.com/T1tnV3bJxr
1278063450065944576 2020-06-30 16:30:46 -0400 <FortRussNews> MAJOR: Two USN Aircraft Carriers Hold Drills in South #China Sea  https://is.gd/Xcs2z8  #Economy #Geopolitics #InternationalRelations #Military #SouthChinaSea #USA pic.twitter.com/SclNWDp0p5
1278040610281099264 2020-06-30 15:00:00 -0400 <theowpeace> The trade worth of the South China Sea is 5.3 trillion, there is approximately 11 billion barrels of untapped oil and 190 trillion cubic feet of natural gas. The possible economic gain is creating tension in the region.   #ASEAN #SouthChinaSea #oilandgas pic.twitter.com/7WWyqckRlh
